41501.81315380688,11h31m41.8s,courier4_car_0,Delivered parcel 'parcel_37' to node 105866516
41552.75376838291,11h32m32.8s,courier5_car_1,Delivered parcel 'parcel_50' to node 7830474056
42050.06598126867,11h40m50.1s,courier5_car_2,Delivered parcel 'parcel_71' to node 4010911607
44360.529993860604,12h19m20.5s,courier3_truck_1,Delivered parcel 'parcel_51' to node 1438207063
44497.83750977569,12h21m37.8s,courier1_car_0,Delivered parcel 'parcel_24' to node 27292186
44909.33131454879,12h28m29.3s,courier5_truck_0,Delivered parcel 'parcel_21' to node 5924573348
45205.2534372269,12h33m25.3s,courier5_car_1,Journey complete
45205.2534372269,12h33m25.3s,courier5_car_1,Delivered parcel 'parcel_63' to node 157259327
45478.06695312586,12h37m58.1s,courier4_car_0,Journey complete
45478.06695312586,12h37m58.1s,courier4_car_0,Delivered parcel 'parcel_14' to node 1084259568
46095.10353295687,12h48m15.1s,courier1_car_1,Journey complete
46095.10353295687,12h48m15.1s,courier1_car_1,Delivered parcel 'parcel_66' to node 735096504
46988.7862951051,13h03m08.8s,courier3_truck_0,Delivered parcel 'parcel_5' to node 539786241
48068.659215531065,13h21m08.7s,courier5_car_2,Journey complete
48068.659215531065,13h21m08.7s,courier5_car_2,Delivered parcel 'parcel_94' to node 268026716
48271.95627790126,13h24m32.0s,courier1_car_0,Delivered parcel 'parcel_0' to node 6895707902
49275.41457525491,13h41m15.4s,courier5_truck_0,Delivered parcel 'parcel_6' to node 30009372
50280.04032478888,13h58m00.0s,courier3_truck_1,Delivered parcel 'parcel_48' to node 17475135
51058.8073448303,14h10m58.8s,courier3_truck_0,Delivered parcel 'parcel_13' to node 2271992215
51675.84186619195,14h21m15.8s,courier1_car_0,Delivered parcel 'parcel_73' to node 5198008936
55584.971259478334,15h26m25.0s,courier5_truck_0,Delivered parcel 'parcel_4' to node 1820512693
56367.18094231075,15h39m27.2s,courier3_truck_1,Delivered parcel 'parcel_53' to node 6127085778
56870.15597006422,15h47m50.2s,courier3_truck_0,Delivered parcel 'parcel_15' to node 5067678723
57147.61212236999,15h52m27.6s,courier1_car_0,Journey complete
57147.61212236999,15h52m27.6s,courier1_car_0,Delivered parcel 'parcel_29' to node 1957991740
60726.619420434195,16h52m06.6s,courier5_truck_0,Delivered parcel 'parcel_12' to node 6893121451
62435.01584331195,17h20m35.0s,courier3_truck_0,Delivered parcel 'parcel_27' to node 6769303990
63781.690462563034,17h43m01.7s,courier3_truck_1,Delivered parcel 'parcel_57' to node 2408857585
66378.80116105259,18h26m18.8s,courier5_truck_0,Delivered parcel 'parcel_23' to node 8933797426
68834.0417448169,19h07m14.0s,courier3_truck_0,Delivered parcel 'parcel_25' to node 3343896939
72395.7270562286,20h06m35.7s,courier3_truck_1,Delivered parcel 'parcel_47' to node 706900003
73111.20159706104,20h18m31.2s,courier5_truck_0,Delivered parcel 'parcel_18' to node 59773081
76408.86249805092,21h13m28.9s,courier3_truck_0,Journey complete
76408.86249805092,21h13m28.9s,courier3_truck_0,Delivered parcel 'parcel_7' to node 148333779
82376.29414014758,22h52m56.3s,courier5_truck_0,Journey complete
82376.29414014758,22h52m56.3s,courier5_truck_0,Delivered parcel 'parcel_28' to node 3400856685
82391.40951657869,22h53m11.4s,courier3_truck_1,Delivered parcel 'parcel_46' to node 1898286458
